Road_ID,Road_Name,Road_Code,Road_Type,District,State,Last Maintenance Date,Start_Km,End_Km,Total_Length_Km,Tender_ID,Estimated Amount (in Crores),Budget Estimate (in Crores),Total Work Value
R1114,Cuddalore - Virudhachalam - Salem Road,SH-10,SH,,,06 March 2026,93.2,111.152,17.952,,36.8,11.1,36.8
R1115,Calicut - Nilambur - Gudalur Road,SH-11,SH,,,17 July 2025,103.6,109.8,6.2,,31.4,9.2,31.4
R1116,Calicut Vythiri Gudalur Road,SH-12,SH,,,30 January 2026,96.4,134.4,38,,28.4,8.5,28.4
R1117,Ooty-Kotagiri Mettupalayam - Sathi - Gobi -Erode Road,SH-15,SH,,,12 June 2026,0,43,43,,10.89,0.0001,10.89
R1118,Ooty-Kotagiri Mettupalayam - Sathi - Gobi -Erode Road (Mettupalayam Div),SH-15,SH,,,25 September 2025,43,57.6,14.6,,10.89,0.0001,10.89
R1119,Ooty-Kotagiri Mettupalayam - Sathi - Gobi -Erode Road(Gobi div),SH-15,SH,,,07 April 2026,82,100.8,18.8,,10.89,0.0001,10.89
R1120,Ooty-Kotagiri Mettupalayam - Sathi - Gobi -Erode Road (Erode div),SH-15,SH,,,20 November 2025,153.4,161.626,8.226,,10.89,0.0001,10.89
R1121,Cheyur to Erode-Sathy road (Tiruppur div),SH-15A,SH,,,05 March 2026,0,12.8,12.8,,21.4,6.4,21.4
R1122,Cheyur to Erode-Sathy road (Gobi div),SH-15A,SH,,,16 July 2025,12.8,25.2,12.4,,18.9,5.6,18.9
R1123,Malur - Hosur - Adhiyamankottai Road 9(Dharmapuri div),SH-17,SH,,,29 January 2026,0,4.5,4.5,,34.6,10.4,34.6
R1124,Malur - Hosur - Adhiyamankottai Road 9(Dharmapuri div),SH-17,SH,,,29 January 2026,56,103.2,47.2,,34.6,10.4,34.6
R1125,Hosur - Denkanikottai Road (Dharmapuri div),SH-17A,SH,,,08 March 2026,0,25.6,25.6,,19.8,5.9,19.8
R1126,Hosur - Denkanikottai (via) Thally Road(Krishnagiri div),SH-17B,SH,,,19 July 2025,0,42.2,42.2,,24.5,7.6,24.5
R1127,Salem - Thirupathur - Vaniyampady Road (Salem div),SH-18,SH,,,01 February 2026,0,16.16,16.16,,1.024,0.0001,1.024
R1128,Salem - Thirupathur - Vaniyampady Road (Dharmapuri div),SH-18,SH,,,14 June 2026,16.16,69,52.84,,36.5,11.2,36.5
R1129,Salem - Thirupathur - Vaniyampady Road (Krishnagiri div),SH-18,SH,,,27 September 2025,69,93.6,24.6,,32.4,9.8,32.4
R1130,Salem - Thirupathur - Vaniyampady Road (Vaniyambadi div),SH-18,SH,,,09 April 2026,93.6,125,31.4,,28.5,8.3,28.5
R1131,Thirupathur - Singarapet Road (Vaniyambadi div),SH-18A,SH,,,22 November 2025,0,16.4,16.4,,14.12,7,14.12
R1132,Avinashi - Tiruppur - Palladam - Pollachi - Cochin (Via) Meenkarai Road (Tiruppur div),SH-19,SH,,,07 March 2026,0,40,40,,11,2,11
R1133,Avinashi - Tiruppur - Palladam - Pollachi - Cochin (Via) Meenkarai Road (Pollachi div),SH-19,SH,,,18 July 2025,40,99.6,59.6,,11,2,11
R1134,Tiruppur - Vijayamangalam Road (Tiruppur div),SH-19A,SH,,,31 January 2026,0,22.8,22.8,,16.4,4.9,16.4
R1135,Tiruppur - Vijayamangalam Road (Erode div),SH-19A,SH,,,13 June 2026,22.8,25.2,2.4,,14.8,4.4,14.8
R1136,Thoppur - Mettur - Bhavani - Erode Road (Salem div),SH-20,SH,,,26 September 2025,0,49.8,49.8,,38.5,11.4,38.5
R1137,Thoppur - Mettur - Bhavani - Erode Road (Erode div),SH-20,SH,,,08 April 2026,49.8,93.984,44.184,,32.4,9.8,32.4
R1138,Pollachi - Dharapuram - Karur Road (Pollachi div),SH-21,SH,,,21 November 2025,0,10.4,10.4,,28.5,8.3,28.5
R1139,Pollachi - Dharapuram - Karur Road (Dharapuram div),SH-21,SH,,,06 March 2026,10.4,91.75,81.35,,34.6,10.4,34.6
R1140,Pollachi - Dharapuram - Karur Road (Karur div),SH-21,SH,,,17 July 2025,91.75,118.07,26.32,,26.5,7.9,26.5
R1141,Grandanaicut - Cauveripattinam Road (Thanjavur div),SH-22,SH,,,30 January 2026,0,89.6,89.6,,0.75,0.0652,0.75
R1142,Grandanaicut - Cauveripattinam Road (Nagapattinam div),SH-22,SH,,,12 June 2026,89.6,125.2,35.6,,7.94,0.0444,7.94
R1143,Mayiladuthurai - Thiruthuraipoondi Road (Nagapattinam div),SH-23,SH,,,25 September 2025,0,10.4,10.4,,28.4,8.5,28.4
R1144,Mayiladuthurai - Thiruthuraipoondi Road (Tiruvarur div),SH-23,SH,,,09 March 2026,10.4,68.4,58,,32.6,9.7,32.6
R1145,Trichy - Namakkal road (Trichy div),SH-25,SH,,,20 July 2025,0,60.65,60.65,,26.5,7.9,26.5
R1146,Trichy - Namakkal road (Namakkal div),SH-25,SH,,,02 February 2026,60.65,77.4,16.75,,24.2,7.3,24.2
R1147,Trichy - Pudukottai - Aranthangi - Mimisal Bypass Road (Trichy div),SH-26,SH,,,15 June 2026,0,1.6,1.6,,11.69,2.6626,11.69
R1148,Trichy - Pudukottai - Aranthangi - Mimisal Bypass Road (Pudukottai div),SH-26,SH,,,28 September 2025,50.735,119.92,69.185,,11.02,5.52,11.02
R1149,Perambalur - Manamadurai Road (Thanjavur div),SH-27,SH,,,10 April 2026,64.85,77.2,12.35,,34.6,10.4,34.6
R1150,Thanjavur - Pattukottai - Aranthangi - Karaikudi - Kallal - Kalaiyarkoil - Maravamangalam - Elayankudi - Paramakudi - Mudukulathur - Sayalkudi Road (Thanjavur div),SH-29,SH,,,23 November 2025,0,69.2,69.2,,36.8,11.1,36.8
R1151,Thanjavur - Pattukottai - Aranthangi - Karaikudi - Kallal - Kalaiyarkoil - Maravamangalam - Elayankudi - Paramakudi - Mudukulathur - Sayalkudi Road (Pudukottai div),SH-29,SH,,,08 March 2026,69.2,115.11,45.91,,32.4,9.8,32.4
R1152,Thanjavur - Pattukottai - Aranthangi - Karaikudi - Kallal - Kalaiyarkoil - Maravamangalam - Elayankudi - Paramakudi - Mudukulathur - Sayalkudi Road (Sivagangai div),SH-29,SH,,,19 July 2025,115.11,198.55,83.44,,38.5,11.4,38.5
R1153,Thanjavur - Pattukottai - Aranthangi - Karaikudi - Kallal - Kalaiyarkoil - Maravamangalam - Elayankudi - Paramakudi - Mudukulathur - Sayalkudi Road (Ramanathapuram div),SH-29,SH,,,01 February 2026,198.55,248.224,49.674,,28.4,8.5,28.4
R1154,Musiri - Thuraiyur - Athur Road (Trichy div),SH-30,SH,,,14 June 2026,0,61,61,,24.6,7.4,24.6
R1155,Musiri - Thuraiyur - Athur Road (Salem div),SH-30,SH,,,27 September 2025,61,91.2,30.2,,22.4,6.8,22.4
R1156,Madurai - Tuticorin Road (Madurai div),SH-32,SH,,,09 April 2026,0,11,11,,42.8,12.9,42.8
R1157,Madurai - Tuticorin Road (Tuticorin div),SH-32,SH,,,22 November 2025,90.8,92.6,1.8,,38.2,11.6,38.2
R1158,Madurai - Thondi Road (Madurai div),SH-33,SH,,,07 March 2026,0,19.2,19.2,,38.5,11.4,38.5
R1159,Ramanathapuram - Nainarkoil - Andakudi - Elayankudi - Sivagangai - Melur Road (Ramanathapuram div),SH-34,SH,,,18 July 2025,0,30.2,30.2,,26.4,7.8,26.4
R1160,Ramanathapuram - Nainarkoil - Andakudi - Elayankudi - Sivagangai - Melur Road (Sivagangai div),SH-34,SH,,,31 January 2026,30.2,41.8,11.6,,4.35,0.1238,4.35
R1161,Ramanathapuram - Nainarkoil - Andakudi - Elayankudi - Sivagangai - Melur Road (Madurai div),SH-34,SH,,,13 June 2026,90.8,103,12.2,,28.5,8.3,28.5
R1162,Upoor - Kottaiyur Road (Ramanathapuram div),SH-34A,SH,,,10 March 2026,0,21.6,21.6,,16.2,4.8,16.2
R1163,Upoor - Kottaiyur Road (Sivagangai div),SH-34A,SH,,,21 July 2025,21.6,36.8,15.2,,6.65,0.166,6.65
R1164,Dindigul - Natham - Singampunari - Thiruppathur - Devakottai Rastha Road (Dindigul div),SH-35,SH,,,03 February 2026,0,45.6,45.6,,31.5,9.4,31.5
R1165,Dindigul - Natham - Singampunari - Thiruppathur - Devakottai Rastha Road (Madurai div),SH-35,SH,,,16 June 2026,45.6,51.6,6,,28.4,8.5,28.4
R1166,Dindigul - Natham - Singampunari - Thiruppathur - Devakottai Rastha Road (Sivagangai div),SH-35,SH,,,29 September 2025,57.4,81.8,24.4,,34.6,10.4,34.6
R1167,Mettur - Palakanuthu - Oddanchatram - Dharapuram - Tiruppur Road (Dindigul div),SH-37,SH,,,11 April 2026,0,32,32,,18.9,5.6,18.9
R1168,Mettur - Palakanuthu - Oddanchatram - Dharapuram - Tiruppur Road (Dharapuram div),SH-37,SH,,,24 November 2025,64.2,95.2,31,,24.5,7.6,24.5
R1169,Mettur - Palakanuthu - Oddanchatram - Dharapuram - Tiruppur Road (Tiruppur div),SH-37,SH,,,09 March 2026,95.2,126.2,31,,21.4,6.4,21.4
R1170,Aruppukottai - Perunali - Sayalkudi - Kadugusandai - Mariyur - Valinokkam Road (Virudhunagar div),SH-38,SH,,,20 July 2025,0,32,32,,26.5,7.9,26.5
R1171,Aruppukottai - Perunali - Sayalkudi - Kadugusandai - Mariyur - Valinokkam Road (Ramanathapuram div),SH-38,SH,,,02 February 2026,32,79.26,47.26,,22.4,6.8,22.4
R1172,Tirunelveli - Shenkottai - Kollam Road (Tirunelveli div),SH-39,SH,,,15 June 2026,0,2,2,,38.2,11.6,38.2
R1173,Tirunelveli - Shenkottai - Kollam Road (Tenkasi div),SH-39,SH,,,28 September 2025,31,57,26,,32.4,9.8,32.4
R1174,Shenkottai - Pavoorchatram Road (via Surandai) (Tenkasi div),SH-39A,SH,,,10 April 2026,0,31.2,31.2,,22.4,6.8,22.4
R1175,Tiruchendur - Palayamkottai - Ambasamudhiram - Tenkasi - Courtallam - Shenkottai Road (Tuticorin div),SH-40,SH,,,23 November 2025,0,42.6,42.6,,38.2,11.6,38.2
R1176,Tiruchendur - Palayamkottai - Ambasamudhiram - Tenkasi - Courtallam - Shenkottai Road (Tirunelveli div),SH-40,SH,,,08 March 2026,42.6,115,72.4,,34.6,10.4,34.6
R1177,Tiruchendur - Palayamkottai - Ambasamudhiram - Tenkasi - Courtallam - Shenkottai Road (Tenkasi div),SH-40,SH,,,19 July 2025,115,134.2,19.2,,31.5,9.4,31.5
R1178,Rajapalayam - Sankarankovil - Tirunelveli Road (Virudhunagar div),SH-41,SH,,,01 February 2026,0,10.4,10.4,,26.5,7.9,26.5
R1179,Rajapalayam - Sankarankovil - Tirunelveli Road (Tenkasi div),SH-41,SH,,,14 June 2026,10.4,60.25,49.85,,24.6,7.4,24.6
R1180,Rajapalayam - Sankarankovil - Tirunelveli Road (Tirunelveli div),SH-41,SH,,,27 September 2025,60.25,85.73,25.48,,28.4,8.5,28.4
R1181,Tirunelveli - Pottalpudur Road (Tirunelveli div),SH-41A,SH,,,11 March 2026,0,36.6,36.6,,11.8,3.5,11.8
R1182,Srivilliputhur - Sivakasi - Virudhunagar - Aruppukottai - Tiruchuli - Narikudi - Parthibanur Road (Virudhunagar div),SH-42,SH,,,22 July 2025,0,102.86,102.86,,36.8,11.1,36.8
R1183,Srivilliputhur - Sivakasi - Virudhunagar - Aruppukottai - Tiruchuli - Narikudi - Parthibanur Road (Ramanathapuram div),SH-42,SH,,,04 February 2026,102.86,109.26,6.4,,22.4,6.8,22.4
R1184,Tenkasi - Madurai Road (Tenkasi div),SH-43,SH,,,17 June 2026,0,3.6,3.6,,32.4,9.8,32.4
R1185,Paruvakudi - Kovilpatti - Ettayapuram - Vilathikulam - Vembar Road (Tenkasi div),SH-44,SH,,,30 September 2025,0,39.2,39.2,,14.8,4.4,14.8
R1186,Paruvakudi - Kovilpatti - Ettayapuram - Vilathikulam - Vembar Road (Tuticorin div),SH-44,SH,,,12 April 2026,39.2,91.85,52.65,,34.6,10.4,34.6
R1187,Aralvoimozhi - Nedumangadu Road (Nagercoil div),SH-45,SH,,,25 November 2025,0,48.9,48.9,,21.4,6.4,21.4
R1188,Aralvoimozhi - Nagercoil - Rajakkamangalam - Colachel Road (Nagercoil div),SH-46,SH,,,10 March 2026,18.8,28.2,9.4,,28.5,8.3,28.5
R1189,Parthibanur - Kamuthi - Aruppukottai Road (Ramanathapuram div),SH-47,SH,,,21 July 2025,0,41.65,41.65,,24.6,7.4,24.6
R1190,Marmalong Bridge - Irumbuliyur - Vandalur - Mudichur - Oragadam - Walajabad Road (Chennai City Roads div),SH-48,SH,,,03 February 2026,5,21.2,16.2,,121.65,35,121.65
R1191,Marmalong Bridge - Irumbuliyur - Vandalur - Mudichur - Oragadam - Walajabad Road (Chengalpattu div),SH-48,SH,,,16 June 2026,30.4,63.8,33.4,,45.8,13.8,45.8
R1192,Thiruvanmiyur - Mahabalipuram - Marakkanam - Pondicherry Road (East Coast Road) (Chennai City Roads div),SH-49,SH,,,29 September 2025,0,19.2,19.2,,54.6,16.4,54.6
R1193,Thiruvanmiyur - Mahabalipuram - Marakkanam - Pondicherry Road (East Coast Road) (Chengalpattu div),SH-49,SH,,,11 April 2026,19.2,100.2,81,,48.5,14.6,48.5
R1194,Thiruvanmiyur - Mahabalipuram - Marakkanam - Pondicherry Road (East Coast Road) (Villupuram div),SH-49,SH,,,24 November 2025,100.2,134.2,34,,42.6,12.8,42.6
R1195,Chennai - Mamallapuram Road (via Thiruporur) (Rajiv Gandhi Salai) (Chennai City Roads div),SH-49A,SH,,,09 March 2026,13.3,27.2,13.9,,38.5,11.4,38.5
R1196,Chennai - Mamallapuram Road (via Thiruporur) (Rajiv Gandhi Salai) (Chengalpattu div),SH-49A,SH,,,20 July 2025,27.2,55.6,28.4,,34.6,10.4,34.6
R1197,Thirukalukundram - Mamallapuram Road (Chengalpattu div),SH-49B,SH,,,02 February 2026,0,13.2,13.2,,18.9,5.6,18.9
R1198,Thirumazhai - Uthukottai Road (Tiruvallur div),SH-50,SH,,,15 June 2026,0,46,46,,30.67,14.6721,30.67
R1199,Korattur - Thinnanur - Periyapalayam Road (Tiruvallur div),SH-50A,SH,,,28 September 2025,0,28.2,28.2,,24.6,7.4,24.6
R1200,Korathalayar Bridge - Puthur Road (Tiruvallur div),SH-51,SH,,,12 March 2026,0,32.29,32.29,,12.8,3.8,12.8
R1201,Kavarapettai - Sathyavedu Road (Tiruvallur div),SH-52,SH,,,23 July 2025,0,20.082,20.082,,21.4,6.4,21.4
R1202,Nagari - Pallipet Road (Tiruvallur div),SH-53,SH,,,05 February 2026,0,12.4,12.4,,14.2,4.2,14.2
R1203,Chittoor - Thiruthani Road (Vellore div),SH-54,SH,,,18 June 2026,0,5.8,5.8,,19.6,5.9,19.6
R1204,Chittoor - Thiruthani Road (Tiruvallur div),SH-54,SH,,,01 October 2025,5.8,48.935,43.135,,16.4,4.9,16.4
R1205,Mount - Poonamallee - Avadi Road (Tiruvallur div),SH-55,SH,,,13 April 2026,0,10.8,10.8,,38.5,11.4,38.5
R1206,Thiruvottiyur - Ponneri - Panchetty Road (Tiruvallur div),SH-56,SH,,,26 November 2025,0,27.8,27.8,,32.4,9.8,32.4
R1207,Singaperumalkoil - Sriperumbudur - Thiruvallur - Redhills Road (Chengalpattu div),SH-57,SH,,,11 March 2026,0,24.6,24.6,,42.8,12.9,42.8
R1208,Singaperumalkoil - Sriperumbudur - Thiruvallur - Redhills Road (Tiruvallur div),SH-57,SH,,,22 July 2025,40.4,77.4,37,,36.8,11.1,36.8
R1209,Sadras - Chengalpattu - Kanchipuram - Arakkonam - Thiruthani Road (Chengalpattu div),SH-58,SH,,,04 February 2026,0,27.2,27.2,,45.8,13.8,45.8
R1210,Sadras - Chengalpattu - Kanchipuram - Arakkonam - Thiruthani Road (Vellore div),SH-58,SH,,,17 June 2026,78.795,102.725,23.93,,34.6,10.4,34.6
R1211,Sadras - Chengalpattu - Kanchipuram - Arakkonam - Thiruthani Road (Tiruvallur div),SH-58,SH,,,30 September 2025,102.25,107.45,5.2,,28.5,8.3,28.5
R1212,Kancheepuram - Surappan Road (Chengalpattu div),SH-58A,SH,,,12 April 2026,66.8,72.2,5.4,,18.9,5.6,18.9
R1213,Thiruvalam - Katpadi - Venkatagirikottah Road (Vellore div),SH-59,SH,,,25 November 2025,0,13.4,13.4,,26.5,7.9,26.5
R1214,Hogenakkal - Pennagaram - Dharmapuri - Thirupathur Road (Dharmapuri div),SH-60,SH,,,10 March 2026,0,69,69,,25.68,8,25.68
R1215,Hogenakkal - Pennagaram - Dharmapuri - Thirupathur Road (Krishnagiri div),SH-60,SH,,,21 July 2025,69,90.75,21.75,,25.68,8,25.68
R1216,Hogenakkal - Pennagaram - Dharmapuri - Thirupathur Road (Vaniyambadi div),SH-60,SH,,,03 February 2026,90.75,108.2,17.45,,25.68,8,25.68
R1217,Dharmapuri - Arur (Via) Morappur Road (Dharmapuri div),SH-60A,SH,,,16 June 2026,0,37.6,37.6,,28.5,8.5,28.5
R1218,Walajah - Sholinghur - Arakkonam Road (Vellore div),SH-61,SH,,,29 September 2025,0,51.1,51.1,,24.6,7.4,24.6
R1219,Trichy - Thuraiyur Road (Trichy div),SH-62,SH,,,13 March 2026,0,32.125,32.125,,26.5,7.9,26.5
R1220,Thanjavur - Mannargudy - Thiruthuraipoondi - Vedaranyam - Kodiyakkarai Road (Thanjavur div),SH-63,SH,,,24 July 2025,0,15.8,15.8,,12.62,3.0877,12.62
R1221,Thanjavur - Mannargudy - Thiruthuraipoondi - Vedaranyam - Kodiyakkarai Road (Tiruvarur div),SH-63,SH,,,06 February 2026,15.8,72,56.2,,12.62,3.0877,12.62
R1222,Thanjavur - Mannargudy - Thiruthuraipoondi - Vedaranyam - Kodiyakkarai Road (Nagapattinam div),SH-63,SH,,,19 June 2026,72,106.8,34.8,,12.62,3.0877,12.62
R1223,Kumbakonam - Sirkali Road (Thanjavur div),SH-64,SH,,,02 October 2025,0,17.8,17.8,,34.6,10.4,34.6
R1224,Kumbakonam - Sirkali Road (Nagapattinam div),SH-64,SH,,,14 April 2026,17.8,53.35,35.55,,28.4,8.5,28.4
R1225,Thiruvarur - Kudavasal - Kumbakonam Road (Tiruvarur div),SH-65,SH,,,27 November 2025,0,23.6,23.6,,24.6,7.4,24.6
R1226,Thiruvarur - Kudavasal - Kumbakonam Road (Thanjavur div),SH-65,SH,,,12 March 2026,23.6,37.2,13.6,,18.9,5.6,18.9
R1227,Kumbakonam - Mannargudy - Adirampattinam Road (Thanjavur div),SH-66,SH,,,23 July 2025,0,9.2,9.2,,25.924,0.0047,25.924
R1228,Kumbakonam - Mannargudy - Adirampattinam Road (Tiruvarur div),SH-66,SH,,,05 February 2026,9.2,49.8,40.6,,32.4,9.8,32.4
R1229,Nagoor - Nannilam - Nachiyarkoil Road (Nagapattinam div),SH-67,SH,,,18 June 2026,0,24,24,,21.4,6.4,21.4
R1230,Nagoor - Nannilam - Nachiyarkoil Road (Tiruvarur div),SH-67,SH,,,01 October 2025,24,40,16,,18.9,5.6,18.9
R1231,Nagoor - Nannilam - Nachiyarkoil Road (Thanjavur div),SH-67,SH,,,13 April 2026,40,46.8,6.8,,14.2,4.3,14.2
R1232,Cuddalore - Tirukoilur - Sankarapuram Road (Cuddalore div),SH-68,SH,,,26 November 2025,0,23.188,23.188,,34.6,10.4,34.6
R1233,Cuddalore - Tirukoilur - Sankarapuram Road (Kallakurichi div),SH-68,SH,,,11 March 2026,33.187,64.597,31.41,,28.5,8.5,28.5
R1234,Virudhachalam - Ulundurpet - Villupuram Road (Cuddalore div),SH-69,SH,,,22 July 2025,0,16.6,16.6,,14.15,0.4691,14.15
R1235,Virudhachalam - Ulundurpet - Villupuram Road (Kallakurichi div),SH-69,SH,,,04 February 2026,16.6,50.4,33.8,,14.15,0.4691,14.15
R1236,Virudhachalam - Ulundurpet - Villupuram Road (Villupuram div),SH-69,SH,,,17 June 2026,50.6,59.8,9.2,,14.15,0.4691,14.15
R1237,Vridhachalam - Portonovo Road (Cuddalore div),SH-70,SH,,,30 September 2025,0,36.8,36.8,,26.5,7.9,26.5
R1238,Musiri - Kulithalai - Pudukottai - Alangudi - Peravoorani - Sethubhava Chatram Road (Trichy div),SH-71,SH,,,14 March 2026,0,0,0,,5.22,0.1892,5.22
R1239,Musiri - Kulithalai - Pudukottai - Alangudi - Peravoorani - Sethubhava Chatram Road (Karur div),SH-71,SH,,,25 July 2025,0.35,34,33.65,,5.22,0.1892,5.22
R1240,Musiri - Kulithalai - Pudukottai - Alangudi - Peravoorani - Sethubhava Chatram Road (Pudukottai div),SH-71,SH,,,07 February 2026,44.6,55.8,11.2,,5.22,0.1892,5.22
R1241,Musiri - Kulithalai - Pudukottai - Alangudi - Peravoorani - Sethubhava Chatram Road (Thanjavur div),SH-71,SH,,,20 June 2026,137.2,156.4,19.2,,5.22,0.1892,5.22
R1242,Manapparai - Thuvarankurichi Road (Trichy div),SH-71A,SH,,,03 October 2025,0,28,28,,22.4,6.8,22.4
R1243,Madurai - Natham Road (Madurai div),SH-72,SH,,,15 April 2026,0,20.2,20.2,,28.5,8.3,28.5
R1244,Madurai - Natham Road (Dindigul div),SH-72,SH,,,28 November 2025,20,38.485,18.485,,24.6,7.4,24.6
R1245,Madurai - Alagarkoil - Melur Road (Madurai div),SH-72A,SH,,,13 March 2026,0,33.2,33.2,,18.9,5.6,18.9
R1246,Avaniapuram Bypass Road (Madurai div),SH-72B,SH,,,24 July 2025,0,2.4,2.4,,14.2,4.3,14.2
R1247,Thirumangalam - Pallapatti - Silukkuvarpatti Road (Madurai div),SH-73,SH,,,06 February 2026,0,34,34,,1.8988,0.1672,1.8988
R1248,Thirumangalam - Pallapatti - Silukkuvarpatti Road (Dindigul div),SH-73,SH,,,19 June 2026,34,42.13,8.13,,1.8988,0.1672,1.8988
R1249,Thirumangalam - Usilampatti Road (Madurai div),SH-73A,SH,,,02 October 2025,0,26,26,,26.4,7.8,26.4
R1250,Dindigul - Gujiliamparai - Karur Road (Dindigul div),SH-74,SH,,,14 April 2026,0,52.8,52.8,,28.5,8.5,28.5
R1251,Dindigul - Gujiliamparai - Karur Road (Karur div),SH-74,SH,,,27 November 2025,52.8,70.25,17.45,,22.4,6.8,22.4
R1252,Palayamkottai - Kurukkusalai - Kulathur - Vilathikulam - Nagalapuram - Pandalkudi - Aruppukkottai Road (Tirunelveli div),SH-75,SH,,,12 March 2026,0,16.91,16.91,,14.8,4.4,14.8
R1253,Palayamkottai - Kurukkusalai - Kulathur - Vilathikulam - Nagalapuram - Pandalkudi - Aruppukkottai Road (Tuticorin div),SH-75,SH,,,23 July 2025,16.91,63.6,46.69,,34.6,10.4,34.6
R1254,Palayamkottai - Kurukkusalai - Kulathur - Vilathikulam - Nagalapuram - Pandalkudi - Aruppukkottai Road (Virudhunagar div),SH-75,SH,,,05 February 2026,107.78,109.38,1.6,,24.2,7.3,24.2
R1255,Tirunelveli Bypass Road (Tirunelveli div),SH-75A,SH,,,15 March 2026,0,7.6,7.6,,32.4,9.8,32.4
R1256,Puliyankudi - Sankarankoil - Kalugumalai - Nalattinpudhur Road (Tenkasi div),SH-76,SH,,,26 July 2025,0,33.625,33.625,,26.5,7.9,26.5
R1257,Puliyankudi - Sankarankoil - Kalugumalai - Nalattinpudhur Road (Tuticorin div),SH-76,SH,,,08 February 2026,33.625,49.815,16.19,,19.6,5.9,19.6
R1258,Pollachi - Valparai Road (Pollachi div),SH-78,SH,,,21 June 2026,0,64,64,,38.2,11.6,38.2
R1259,Pollachi - Palaghat Road (Pollachi div),SH-78A,SH,,,04 October 2025,0,15.8,15.8,,28.4,8.5,28.4
R1260,Malliakarai - Rasipuram - Tiruchengodu - Erode Road (Salem div),SH-79,SH,,,16 April 2026,0,4.8,4.8,,18.9,5.6,18.9
R1261,Malliakarai - Rasipuram - Tiruchengodu - Erode Road (Namakkal div),SH-79,SH,,,29 November 2025,4.8,94.66,89.86,,31.5,9.4,31.5
R1262,Malliakarai - Rasipuram - Tiruchengodu - Erode Road (Erode div),SH-79,SH,,,14 March 2026,94.66,98.86,4.2,,16.2,4.8,16.2
R1263,Sankari - Pallipalayam Road (Salem div),SH-79A,SH,,,25 July 2025,0,4.2,4.2,,14.6,4.3,14.6
R1264,Sankari - Pallipalayam Road (Namakkal div),SH-79A,SH,,,07 February 2026,4.2,15.7,11.5,,12.8,3.8,12.8
R1265,Avinashi - Mettuppalayam Road (Tiruppur div),SH-80,SH,,,20 June 2026,0,13,13,,21.4,6.4,21.4
R1266,Avinashi - Mettuppalayam Road (Coimbatore div),SH-80,SH,,,03 October 2025,13,38.2,25.2,,24.6,7.4,24.6
R1267,Gobi - Uthukuli - Padiyur Road (Gobi div),SH-81,SH,,,15 April 2026,0,16.8,16.8,,16.48,1.5325,16.48
R1268,Gobi - Uthukuli - Padiyur Road (Tiruppur div),SH-81,SH,,,28 November 2025,16.8,46.4,29.6,,16.48,1.5325,16.48
R1269,Sathy - Athani - Bhavani Road (Gobi div),SH-82,SH,,,13 March 2026,0,28.8,28.8,,28.5,8.5,28.5
R1270,Sathy - Athani - Bhavani Road (Erode div),SH-82,SH,,,24 July 2025,28.8,52.8,24,,26.4,7.8,26.4
R1271,Palani - Dharapuram Road (Dindigul div),SH-83,SH,,,06 February 2026,0,17.4,17.4,,24.6,7.4,24.6
R1272,Palani - Dharapuram Road (Dharapuram div),SH-83,SH,,,19 June 2026,17.4,30.89,13.49,,22.4,6.8,22.4
R1273,Erode - Dharapuram Road (Erode div),SH-83A,SH,,,02 October 2025,0,30.6,30.6,,12.93,1.9488,12.93
R1274,Erode - Dharapuram Road (Tiruppur div),SH-83A,SH,,,16 March 2026,30.6,62.6,32,,12.93,1.9488,12.93
R1275,Erode - Dharapuram Road (Dharapuram div),SH-83A,SH,,,27 July 2025,62.6,74.65,12.05,,12.93,1.9488,12.93
R1276,Erode - Karur Road (Erode div),SH-84,SH,,,09 February 2026,0,42.8,42.8,,36.8,11.1,36.8
R1277,Erode - Karur Road (Karur div),SH-84,SH,,,22 June 2026,42.8,61.192,18.392,,32.4,9.8,32.4
R1278,"Erode - Mulanur Road (via) Muthur, Vellakovil and Puthuppai Road (Erode div)",SH-84A,SH,,,05 October 2025,0,28,28,,28.5,8.5,28.5
R1279,"Erode - Mulanur Road (via) Muthur, Vellakovil and Puthuppai Road (Dharapuram div)",SH-84A,SH,,,17 April 2026,28,61.6,33.6,,26.5,7.9,26.5
R1280,Rayakottai - Athipalli Road (Krishnagiri div),SH-85,SH,,,30 November 2025,0,39.8,39.8,,24.6,7.4,24.6
R1281,Omalur - Sankari - Thiruchengode - Paramathi Road (Salem div),SH-86,SH,,,15 March 2026,0,45.2,45.2,,28.4,8.5,28.4
R1282,Omalur - Sankari - Thiruchengode - Paramathi Road (Namakkal div),SH-86,SH,,,26 July 2025,45.2,81,35.8,,34.6,10.4,34.6
R1283,Thiruchengodu - Ariyanur Road (Namakkal div),SH-86A,SH,,,08 February 2026,0,23,23,,21.4,6.4,21.4
R1284,Thiruchengodu - Ariyanur Road (Salem div),SH-86A,SH,,,21 June 2026,23,32.8,9.8,,18.9,5.6,18.9
R1285,Udumalpet - Palladam Road (Dharapuram div),SH-87,SH,,,04 October 2025,0,32,32,,22.4,6.8,22.4
R1286,Udumalpet - Palladam Road (Tiruppur div),SH-87,SH,,,16 April 2026,32,45.2,13.2,,24.6,7.4,24.6
R1287,Chittoor - Gudiyatham Road (Vaniyambadi div),SH-88,SH,,,29 November 2025,0,20.2,20.2,,19.6,5.9,19.6
